payment_id,loan_id,bulan_ke,tanggal_jatuh_tempo,tanggal_bayar,jumlah_angsuran,jumlah_dibayar,denda,status_pembayaran,hari_keterlambatan
PAY0000286,LN000100,9,2025-02-04,2025-02-03,3463000,Rp 3463000,0,Tepat Waktu,0
PAY0000287,LN000103,1,2024-12-19,2024-12-14,1072000,Rp 1072000,0,tepat waktu,0
PAY0000288,LN000103,2,2025-01-18,2025-01-15,1072000,1072000,0,On Time,0
PAY0000289,LN000103,3,2025-02-17,2025-02-16,1072000,1072000,0,tepat waktu,0
PAY0000290,LN000103,4,2025-03-19,2025-03-19,Rp. 1072000,1072000,0,On Time,0
PAY0000291,LN000103,5,2025-04-18,2025-04-17,1072000,1072000,0,TEPAT WAKTU,0
PAY0000292,LN000106,1,2024-01-11,,10134000,3007000,851000,Default,54
PAY0000293,LN000106,2,2024-02-10,2024-03-04,10134000,Rp. 10548000,414000,Terlambat,23
PAY0000294,LN000106,3,2024-03-11,2024-04-20,10134000,10318000,184000,Late,40
PAY0000295,LN000106,4,2024-04-10,2024-04-17,10134000,10246000,112000,terlambat,7
PAY0000296,LN000106,5,2024-05-10,,Rp10134000,Rp 2729000,727000,Default,57
PAY0000297,LN000111,1,2024-08-09,2024-08-04,1238000,1238000,0,On Time,0
PAY0000298,LN000111,2,2024-09-08,2024-09-05,1238000,1238000,0,tepat waktu,0
PAY0000299,LN000111,3,2024-10-08,2024-10-08,1238000,1238000,0,Tepat Waktu,0
PAY0000300,LN000111,4,2024-11-07,2024-11-07,1238000,1238000,0,TEPAT WAKTU,0
PAY0000301,LN000111,5,2024-12-07,2024-12-03,1238000,Rp. 1238000,0,On Time,0
PAY0000302,LN000112,1,2025-09-12,2025-10-20,4678000,Rp4890000,212000,terlambat,38
PAY0000303,LN000113,1,2025-04-25,2025-04-23,1159000,Rp1159000,0,tepat waktu,0
PAY0000304,LN000113,2,2025-05-25,2025-05-24,1159000,1159000,0,Tepat Waktu,0
PAY0000305,LN000113,3,2025-06-24,2025-06-19,1159000,1159000,0,On Time,0
PAY0000306,LN000113,4,2025-07-24,2025-07-20,Rp1159000,1159000,0,Tepat Waktu,0
PAY0000307,LN000113,5,2025-08-23,2025-09-29,1159000,1207000,48000,terlambat,37
PAY0000308,LN000113,6,2025-09-22,2025-09-21,1159000,1159000,0,Tepat Waktu,0
PAY0000309,LN000113,7,2025-10-22,2025-11-13,1159000,1180000,21000,Terlambat,22
PAY0000310,LN000113,8,2025-11-21,2025-11-17,IDR 1159000,Rp 1159000,0,TEPAT WAKTU,0
PAY0000311,LN000113,9,2025-12-21,2025-12-16,1159000,1159000,0,On Time,0
PAY0000312,LN000115,1,2023-12-11,2023-12-06,6182000,6182000,0,Tepat Waktu,0
PAY0000313,LN000115,2,2024-01-10,2024-01-08,Rp 6182000,6182000,0,Tepat Waktu,0
PAY0000314,LN000115,3,2024-02-09,2024-02-09,6182000,6182000,0,TEPAT WAKTU,0
PAY0000315,LN000115,4,2024-03-10,,Rp 6182000,2496000,598000,Gagal Bayar,101
PAY0000316,LN000115,5,2024-04-09,2024-04-25,6182000,6370000,188000,TERLAMBAT,16
PAY0000317,LN000115,6,2024-05-09,2024-05-04,6182000,6182000,0,TEPAT WAKTU,0
PAY0000318,LN000115,7,2024-06-08,2024-06-05,6182000,6182000,0,On Time,0
PAY0000319,LN000115,8,2024-07-08,2024-07-04,6182000,6182000,0,tepat waktu,0
PAY0000320,LN000115,9,2024-08-07,2024-08-04,IDR 6182000,6182000,0,tepat waktu,0
PAY0000321,LN000115,10,2024-09-06,2024-09-06,Rp. 6182000,6182000,0,Tepat Waktu,0
PAY0000322,LN000117,1,2023-05-05,2023-05-05,9270000,9270000,0,TEPAT WAKTU,0
PAY0000323,LN000117,2,2023-06-04,2023-06-04,9270000,9270000,0,tepat waktu,0
PAY0000324,LN000117,3,2023-07-04,2023-07-04,9270000,9270000,0,tepat waktu,0
PAY0000325,LN000117,4,2023-08-03,2023-07-30,9270000,9270000,0,Tepat Waktu,0
PAY0000326,LN000117,5,2023-09-02,2023-08-28,9270000,9270000,0,Tepat Waktu,0
PAY0000327,LN000117,6,2023-10-02,2023-09-29,9270000,Rp. 9270000,0,TEPAT WAKTU,0
PAY0000328,LN000117,7,2023-11-01,2023-10-31,9270000,IDR 9270000,0,TEPAT WAKTU,0
PAY0000329,LN000117,8,2023-12-01,2023-11-30,9270000,9270000,0,Tepat Waktu,0
PAY0000330,LN000117,9,2023-12-31,2023-12-31,9270000,9270000,0,TEPAT WAKTU,0
PAY0000331,LN000117,10,2024-01-30,2024-01-28,9270000,9270000,0,Tepat Waktu,0
PAY0000332,LN000119,1,2023-10-13,2023-10-12,2737000,Rp 2737000,0,TEPAT WAKTU,0
PAY0000333,LN000119,2,2023-11-12,2023-11-11,Rp 2737000,IDR 2737000,0,On Time,0
PAY0000334,LN000119,3,2023-12-12,2023-12-11,2737000,2737000,0,TEPAT WAKTU,0
PAY0000335,LN000119,4,2024-01-11,2024-02-01,2737000,2866000,129000,TERLAMBAT,21
PAY0000336,LN000119,5,2024-02-10,2024-02-09,Rp 2737000,Rp2737000,0,On Time,0
PAY0000337,LN000119,6,2024-03-11,2024-03-09,2737000,2737000,0,tepat waktu,0
PAY0000338,LN000119,7,2024-04-10,2024-04-05,Rp 2737000,2737000,0,TEPAT WAKTU,0
PAY0000339,LN000121,1,2023-10-24,2023-10-24,Rp6601000,6601000,0,TEPAT WAKTU,0
PAY0000340,LN000121,2,2023-11-23,2023-11-18,6601000,Rp6601000,0,TEPAT WAKTU,0
PAY0000341,LN000121,3,2023-12-23,2023-12-24,6601000,6804000,203000,TERLAMBAT,1
PAY0000342,LN000121,4,2024-01-22,2024-02-24,Rp 6601000,6848000,247000,terlambat,33
PAY0000343,LN000122,1,2025-09-01,2025-08-29,10003000,Rp. 10003000,0,tepat waktu,0
PAY0000344,LN000122,2,2025-10-01,2025-10-31,10003000,Rp 10185000,182000,Late,30
PAY0000345,LN000122,3,2025-10-31,2025-10-28,10003000,Rp 10003000,0,tepat waktu,0
PAY0000346,LN000122,4,2025-11-30,2026-01-03,10003000,Rp10137000,134000,terlambat,34
PAY0000347,LN000122,5,2025-12-30,,10003000,Rp 0,653000,gagal bayar,31
PAY0000348,LN000123,1,2025-03-11,2025-03-06,Rp1680000,1680000,0,On Time,0
PAY0000349,LN000123,2,2025-04-10,2025-04-09,1680000,Rp. 1680000,0,On Time,0
PAY0000350,LN000123,3,2025-05-10,2025-05-10,IDR 1680000,IDR 1680000,0,On Time,0
PAY0000351,LN000123,4,2025-06-09,2025-06-04,Rp. 1680000,1680000,0,Tepat Waktu,0
PAY0000352,LN000123,5,2025-07-09,2025-07-07,1680000,IDR 1680000,0,tepat waktu,0
PAY0000353,LN000125,1,2024-09-09,2024-09-05,IDR 1459000,1459000,0,Tepat Waktu,0
PAY0000354,LN000125,2,2024-10-09,2024-10-06,Rp 1459000,Rp 1459000,0,tepat waktu,0
PAY0000355,LN000125,3,2024-11-08,2024-11-06,Rp 1459000,1459000,0,On Time,0
PAY0000356,LN000126,1,2023-11-10,2023-11-06,3251000,3251000,0,Tepat Waktu,0
PAY0000357,LN000126,2,2023-12-10,2023-12-07,3251000,3251000,0,Tepat Waktu,0
PAY0000358,LN000126,3,2024-01-09,2024-01-04,Rp 3251000,3251000,0,On Time,0
PAY0000359,LN000126,4,2024-02-08,2024-02-08,Rp. 3251000,3251000,0,tepat waktu,0
PAY0000360,LN000126,5,2024-03-09,2024-03-04,IDR 3251000,3251000,0,TEPAT WAKTU,0
PAY0000361,LN000126,6,2024-04-08,2024-05-15,3251000,Rp 3313000,62000,terlambat,37
PAY0000362,LN000126,7,2024-05-08,,Rp3251000,1356000,268000,GAGAL BAYAR,162
PAY0000363,LN000128,1,2023-06-14,2023-06-13,1467000,1467000,0,tepat waktu,0
PAY0000364,LN000128,2,2023-07-14,2023-07-13,Rp 1467000,Rp. 1467000,0,TEPAT WAKTU,0
PAY0000365,LN000128,3,2023-08-13,2023-09-09,1467000,1487000,20000,terlambat,27
PAY0000366,LN000128,4,2023-09-12,2023-09-12,1467000,1467000,0,Tepat Waktu,0
PAY0000367,LN000133,1,2024-11-26,2024-12-14,Rp 1646000,Rp1688000,42000,Terlambat,18
PAY0000368,LN000133,2,2024-12-26,,Rp1646000,0,103000,gagal bayar,142
PAY0000369,LN000135,1,2024-08-20,,3252000,587000,183000,Default,170
PAY0000370,LN000136,1,2025-08-23,2025-08-20,935000,935000,0,On Time,0
PAY0000371,LN000136,2,2025-09-22,2025-09-19,935000,935000,0,tepat waktu,0
PAY0000372,LN000136,3,2025-10-22,2025-10-19,935000,Rp 935000,0,On Time,0
PAY0000373,LN000137,1,2024-04-01,2024-05-13,5308000,5507000,199000,Late,42
PAY0000374,LN000137,2,2024-05-01,2024-06-08,5308000,5372000,64000,Terlambat,38
PAY0000375,LN000137,3,2024-05-31,2024-07-08,5308000,5478000,170000,Late,38
PAY0000376,LN000137,4,2024-06-30,,5308000,Rp0,392000,GAGAL BAYAR,125
PAY0000377,LN000138,1,2025-08-27,2025-08-24,983000,983000,0,TEPAT WAKTU,0
PAY0000378,LN000138,2,2025-09-26,2025-09-21,983000,983000,0,tepat waktu,0
PAY0000379,LN000138,3,2025-10-26,2025-10-22,983000,983000,0,tepat waktu,0
PAY0000380,LN000138,4,2025-11-25,2025-11-23,983000,983000,0,tepat waktu,0
PAY0000381,LN000138,5,2025-12-25,2025-12-21,983000,983000,0,TEPAT WAKTU,0
PAY0000382,LN000138,6,2026-01-24,2026-01-22,983000,Rp. 983000,0,On Time,0
PAY0000383,LN000144,1,2025-06-30,2025-06-29,Rp3752000,3752000,0,tepat waktu,0
PAY0000384,LN000144,2,2025-07-30,2025-07-26,3752000,3752000,0,On Time,0
PAY0000385,LN000144,3,2025-08-29,2025-08-24,Rp 3752000,IDR 3752000,0,On Time,0
PAY0000386,LN000144,4,2025-09-28,2025-09-27,3752000,Rp 3752000,0,Tepat Waktu,0
PAY0000387,LN000145,1,2023-02-01,2023-01-30,Rp933000,Rp. 933000,0,Tepat Waktu,0
PAY0000388,LN000145,2,2023-03-03,2023-03-28,933000,Rp 954000,21000,Late,25
PAY0000389,LN000145,3,2023-04-02,2023-04-09,933000,965000,32000,Terlambat,7
PAY0000390,LN000145,4,2023-05-02,,933000,IDR 0,76000,GAGAL BAYAR,82
PAY0000391,LN000145,5,2023-06-01,2023-05-27,933000,933000,0,TEPAT WAKTU,0
PAY0000392,LN000147,1,2023-05-01,2023-05-01,Rp 11044000,11044000,0,TEPAT WAKTU,0
PAY0000393,LN000147,2,2023-05-31,2023-05-29,11044000,11044000,0,On Time,0
PAY0000394,LN000147,3,2023-06-30,2023-06-29,11044000,11044000,0,On Time,0
PAY0000395,LN000152,1,2024-09-01,2024-09-01,12217000,12217000,0,TEPAT WAKTU,0
PAY0000396,LN000152,2,2024-10-01,,12217000,3562000,682000,Default,176
PAY0000397,LN000152,3,2024-10-31,2024-11-08,12217000,12539000,322000,Terlambat,8
PAY0000398,LN000152,4,2024-11-30,2024-11-29,12217000,12217000,0,On Time,0
PAY0000399,LN000152,5,2024-12-30,2024-12-25,Rp. 12217000,12217000,0,TEPAT WAKTU,0
PAY0000400,LN000152,6,2025-01-29,2025-01-26,12217000,Rp12217000,0,Tepat Waktu,0
PAY0000401,LN000152,7,2025-02-28,2025-02-27,12217000,12217000,0,On Time,0
PAY0000402,LN000152,8,2025-03-30,2025-04-28,12217000,12500000,283000,TERLAMBAT,29
PAY0000403,LN000152,9,2025-04-29,2025-04-29,12217000,Rp. 12217000,0,tepat waktu,0
PAY0000404,LN000152,10,2025-05-29,2025-05-27,Rp. 12217000,12217000,0,tepat waktu,0
PAY0000405,LN000152,11,2025-06-28,2025-07-18,12217000,12636000,419000,Late,20
PAY0000406,LN000153,1,2025-03-01,2025-02-25,923000,923000,0,Tepat Waktu,0
PAY0000407,LN000153,2,2025-03-31,2025-03-29,923000,Rp 923000,0,Tepat Waktu,0
PAY0000408,LN000153,3,2025-04-30,2025-04-30,Rp. 923000,923000,0,TEPAT WAKTU,0
PAY0000409,LN000153,4,2025-05-30,2025-05-28,923000,Rp923000,0,On Time,0
PAY0000410,LN000153,5,2025-06-29,2025-06-25,923000,923000,0,Tepat Waktu,0
PAY0000411,LN000153,6,2025-07-29,2025-08-09,923000,IDR 956000,33000,Terlambat,11
PAY0000412,LN000153,7,2025-08-28,2025-08-23,923000,IDR 923000,0,Tepat Waktu,0
PAY0000413,LN000155,1,2025-07-01,2025-06-30,2365000,2365000,0,TEPAT WAKTU,0
PAY0000414,LN000155,2,2025-07-31,2025-07-28,2365000,2365000,0,Tepat Waktu,0
PAY0000415,LN000155,3,2025-08-30,2025-08-28,2365000,2365000,0,On Time,0
PAY0000416,LN000155,4,2025-09-29,2025-09-28,Rp 2365000,2365000,0,On Time,0
PAY0000417,LN000155,5,2025-10-29,2025-10-25,2365000,2365000,0,Tepat Waktu,0
PAY0000418,LN000155,6,2025-11-28,2025-11-26,Rp2365000,2365000,0,TEPAT WAKTU,0
PAY0000419,LN000155,7,2025-12-28,2025-12-25,2365000,2365000,0,On Time,0
PAY0000420,LN000155,8,2026-01-27,,2365000,0,206000,Default,63
PAY0000421,LN000155,9,2026-02-26,2026-02-26,2365000,2365000,0,TEPAT WAKTU,0
PAY0000422,LN000155,10,2026-03-28,2026-03-24,2365000,2365000,0,Tepat Waktu,0
PAY0000423,LN000155,11,2026-04-27,2026-05-17,2365000,2420000,55000,TERLAMBAT,20
PAY0000424,LN000156,1,2023-11-27,2023-11-22,12646000,12646000,0,On Time,0
PAY0000425,LN000156,2,2023-12-27,2023-12-25,12646000,IDR 12646000,0,On Time,0
PAY0000426,LN000156,3,2024-01-26,2024-01-24,12646000,12646000,0,On Time,0
PAY0000427,LN000156,4,2024-02-25,2024-02-25,12646000,12646000,0,On Time,0
PAY0000428,LN000156,5,2024-03-26,2024-03-26,12646000,12646000,0,tepat waktu,0
PAY0000429,LN000157,1,2024-06-09,2024-06-04,2266000,2266000,0,Tepat Waktu,0
PAY0000430,LN000157,2,2024-07-09,2024-07-07,2266000,2266000,0,On Time,0
PAY0000431,LN000157,3,2024-08-08,2024-08-07,2266000,2266000,0,tepat waktu,0
PAY0000432,LN000157,4,2024-09-07,2024-09-04,Rp 2266000,2266000,0,TEPAT WAKTU,0
PAY0000433,LN000157,5,2024-10-07,2024-10-02,Rp. 2266000,2266000,0,Tepat Waktu,0
PAY0000434,LN000157,6,2024-11-06,2024-11-06,2266000,IDR 2266000,0,Tepat Waktu,0
PAY0000435,LN000158,1,2023-12-11,2023-12-11,IDR 8295000,8295000,0,Tepat Waktu,0
PAY0000436,LN000158,2,2024-01-10,2024-01-07,8295000,8295000,0,Tepat Waktu,0
PAY0000437,LN000158,3,2024-02-09,2024-02-09,8295000,8295000,0,On Time,0
PAY0000438,LN000158,4,2024-03-10,2024-03-10,8295000,8295000,0,Tepat Waktu,0
PAY0000439,LN000158,5,2024-04-09,2024-04-05,8295000,8295000,0,tepat waktu,0
PAY0000440,LN000159,1,2024-12-31,2024-12-28,4309000,4309000,0,On Time,0
PAY0000441,LN000159,2,2025-01-30,2025-02-19,4309000,4485000,176000,Terlambat,20
PAY0000442,LN000159,3,2025-03-01,2025-04-01,Rp 4309000,4486000,177000,Late,31
PAY0000443,LN000159,4,2025-03-31,2025-04-29,4309000,4479000,170000,Late,29
PAY0000444,LN000159,5,2025-04-30,,Rp4309000,Rp 1802000,260000,gagal bayar,166
PAY0000445,LN000159,6,2025-05-30,2025-06-26,4309000,4374000,65000,Late,27
PAY0000446,LN000161,1,2023-06-01,2023-05-30,7446000,7446000,0,TEPAT WAKTU,0
PAY0000447,LN000161,2,2023-07-01,2023-06-28,Rp 7446000,7446000,0,On Time,0
PAY0000448,LN000161,3,2023-07-31,2023-07-30,7446000,7446000,0,TEPAT WAKTU,0
PAY0000449,LN000161,4,2023-08-30,2023-08-29,Rp7446000,7446000,0,tepat waktu,0
PAY0000450,LN000161,5,2023-09-29,2023-09-25,7446000,7446000,0,tepat waktu,0
PAY0000451,LN000164,1,2023-05-25,2023-05-23,4441000,Rp. 4441000,0,Tepat Waktu,0
PAY0000452,LN000164,2,2023-06-24,2023-08-07,4441000,4590000,149000,Late,44
PAY0000453,LN000164,3,2023-07-24,2023-07-22,4441000,4441000,0,On Time,0
PAY0000454,LN000164,4,2023-08-23,2023-08-19,Rp 4441000,4441000,0,tepat waktu,0
PAY0000455,LN000164,5,2023-09-22,2023-10-05,4441000,Rp4501000,60000,TERLAMBAT,13
PAY0000456,LN000164,6,2023-10-22,2023-10-20,4441000,Rp4441000,0,TEPAT WAKTU,0
PAY0000457,LN000164,7,2023-11-21,2023-11-19,4441000,4441000,0,tepat waktu,0
PAY0000458,LN000164,8,2023-12-21,2023-12-17,4441000,4441000,0,tepat waktu,0
PAY0000459,LN000164,9,2024-01-20,2024-01-15,4441000,4441000,0,tepat waktu,0
PAY0000460,LN000166,1,2025-07-02,2025-06-30,19786000,19786000,0,TEPAT WAKTU,0
PAY0000461,LN000166,2,2025-08-01,2025-08-03,19786000,20058000,272000,Late,2
PAY0000462,LN000166,3,2025-08-31,2025-08-28,Rp19786000,19786000,0,tepat waktu,0
PAY0000463,LN000166,4,2025-09-30,2025-10-24,19786000,Rp 20026000,240000,terlambat,24
PAY0000464,LN000168,1,2023-11-23,2023-11-23,5637000,5637000,0,On Time,0
PAY0000465,LN000168,2,2023-12-23,2024-02-04,5637000,5734000,97000,terlambat,43
PAY0000466,LN000169,1,2025-09-02,2025-08-30,35595000,35595000,0,TEPAT WAKTU,0
PAY0000467,LN000169,2,2025-10-02,2025-09-27,Rp 35595000,35595000,0,Tepat Waktu,0
PAY0000468,LN000169,3,2025-11-01,2025-10-28,35595000,35595000,0,On Time,0
PAY0000469,LN000169,4,2025-12-01,2025-11-28,35595000,35595000,0,Tepat Waktu,0
PAY0000470,LN000169,5,2025-12-31,2026-02-02,35595000,36830000,1235000,Terlambat,33
PAY0000471,LN000171,1,2024-07-24,2024-08-15,165000,173000,8000,TERLAMBAT,22
PAY0000472,LN000171,2,2024-08-23,,165000,39000,9000,Gagal Bayar,166
PAY0000473,LN000171,3,2024-09-22,2024-10-25,165000,167000,2000,TERLAMBAT,33
PAY0000474,LN000171,4,2024-10-22,,165000,47000,15000,Gagal Bayar,92
PAY0000475,LN000171,5,2024-11-21,,Rp 165000,0,12000,gagal bayar,111
PAY0000476,LN000173,1,2024-08-28,2024-08-26,3374000,3374000,0,TEPAT WAKTU,0
PAY0000477,LN000173,2,2024-09-27,2024-10-20,Rp 3374000,3418000,44000,Late,23
PAY0000478,LN000173,3,2024-10-27,2024-10-23,3374000,3374000,0,On Time,0
PAY0000479,LN000173,4,2024-11-26,2024-11-23,Rp. 3374000,IDR 3374000,0,Tepat Waktu,0
PAY0000480,LN000173,5,2024-12-26,2024-12-24,3374000,3374000,0,tepat waktu,0
PAY0000481,LN000173,6,2025-01-25,,3374000,1142000,214000,GAGAL BAYAR,62
PAY0000482,LN000173,7,2025-02-24,2025-02-28,Rp. 3374000,3487000,113000,terlambat,4
PAY0000483,LN000173,8,2025-03-26,2025-04-18,Rp 3374000,3534000,160000,Late,23
PAY0000484,LN000173,9,2025-04-25,2025-05-17,3374000,3500000,126000,terlambat,22
PAY0000485,LN000173,10,2025-05-25,,3374000,Rp. 0,328000,GAGAL BAYAR,70
PAY0000486,LN000173,11,2025-06-24,,3374000,1375000,288000,GAGAL BAYAR,127
PAY0000487,LN000174,1,2023-09-25,2023-10-20,739000,770000,31000,terlambat,25
PAY0000488,LN000174,2,2023-10-25,,IDR 739000,Rp 0,59000,GAGAL BAYAR,104
PAY0000489,LN000174,3,2023-11-24,2023-11-20,739000,739000,0,On Time,0
PAY0000490,LN000174,4,2023-12-24,2024-01-27,739000,774000,35000,Terlambat,34
PAY0000491,LN000174,5,2024-01-23,2024-02-29,Rp. 739000,756000,17000,terlambat,37
PAY0000492,LN000174,6,2024-02-22,2024-03-27,739000,Rp 752000,13000,Late,34
PAY0000493,LN000174,7,2024-03-23,,739000,260000,52000,GAGAL BAYAR,34
PAY0000494,LN000174,8,2024-04-22,,739000,Rp 120000,62000,gagal bayar,126
PAY0000495,LN000174,9,2024-05-22,,739000,Rp 206000,50000,Gagal Bayar,145
PAY0000496,LN000174,10,2024-06-21,,Rp 739000,84000,70000,Gagal Bayar,62
PAY0000497,LN000179,1,2024-01-09,,1210000,0,99000,Default,96
PAY0000498,LN000179,2,2024-02-08,2024-02-07,Rp 1210000,1210000,0,TEPAT WAKTU,0
PAY0000499,LN000179,3,2024-03-09,2024-03-27,1210000,1223000,13000,Late,18
PAY0000500,LN000179,4,2024-04-08,2024-04-04,1210000,1210000,0,Tepat Waktu,0
PAY0000501,LN000179,5,2024-05-08,2024-05-07,Rp 1210000,Rp. 1210000,0,On Time,0
PAY0000502,LN000179,6,2024-06-07,2024-06-06,1210000,1210000,0,Tepat Waktu,0
PAY0000503,LN000179,7,2024-07-07,2024-07-03,1210000,1210000,0,tepat waktu,0
PAY0000504,LN000179,8,2024-08-06,2024-08-12,1210000,1269000,59000,Late,6
PAY0000505,LN000180,1,2023-04-15,2023-04-15,2596000,2596000,0,TEPAT WAKTU,0
PAY0000506,LN000180,2,2023-05-15,2023-05-13,2596000,Rp2596000,0,Tepat Waktu,0
PAY0000507,LN000180,3,2023-06-14,2023-06-14,2596000,2596000,0,tepat waktu,0
PAY0000508,LN000181,1,2024-09-13,2024-09-13,20463000,Rp20463000,0,tepat waktu,0
PAY0000509,LN000182,1,2025-09-14,2025-09-13,9696000,9696000,0,Tepat Waktu,0
PAY0000510,LN000182,2,2025-10-14,2025-11-15,9696000,9907000,211000,Late,32
PAY0000511,LN000182,3,2025-11-13,2025-11-11,IDR 9696000,Rp 9696000,0,On Time,0
PAY0000512,LN000184,1,2023-07-01,2023-07-11,7676000,Rp7924000,248000,Late,10
PAY0000513,LN000186,1,2023-12-28,2023-12-26,7683000,7683000,0,TEPAT WAKTU,0
PAY0000514,LN000186,2,2024-01-27,2024-01-30,7683000,Rp 7877000,194000,Late,3
PAY0000515,LN000186,3,2024-02-26,,Rp 7683000,Rp1496000,587000,Gagal Bayar,72
PAY0000516,LN000187,1,2024-02-03,2024-02-02,37938000,Rp 37938000,0,TEPAT WAKTU,0
PAY0000517,LN000193,1,2025-04-15,2025-04-11,16954000,16954000,0,Tepat Waktu,0
PAY0000518,LN000193,2,2025-05-15,2025-05-10,16954000,16954000,0,On Time,0
PAY0000519,LN000193,3,2025-06-14,2025-06-09,16954000,16954000,0,TEPAT WAKTU,0
PAY0000520,LN000193,4,2025-07-14,2025-07-12,16954000,Rp 16954000,0,tepat waktu,0
PAY0000521,LN000193,5,2025-08-13,2025-08-28,16954000,17394000,440000,TERLAMBAT,15
PAY0000522,LN000193,6,2025-09-12,2025-09-08,16954000,16954000,0,Tepat Waktu,0
PAY0000523,LN000193,7,2025-10-12,2025-11-21,16954000,17609000,655000,Late,40
PAY0000524,LN000193,8,2025-11-11,2025-11-07,16954000,16954000,0,tepat waktu,0
PAY0000525,LN000198,1,2025-12-14,2025-12-10,Rp 1847000,1847000,0,tepat waktu,0
PAY0000526,LN000198,2,2026-01-13,2026-01-12,Rp 1847000,1847000,0,tepat waktu,0
PAY0000527,LN000198,3,2026-02-12,2026-02-09,1847000,Rp 1847000,0,tepat waktu,0
PAY0000528,LN000198,4,2026-03-14,2026-03-11,1847000,1847000,0,TEPAT WAKTU,0
PAY0000529,LN000199,1,2024-04-21,2024-05-31,3220000,3308000,88000,Late,40
PAY0000530,LN000199,2,2024-05-21,2024-05-20,3220000,Rp3220000,0,tepat waktu,0
PAY0000531,LN000199,3,2024-06-20,2024-07-31,Rp. 3220000,3278000,58000,terlambat,41
PAY0000532,LN000199,4,2024-07-20,2024-07-19,3220000,3220000,0,tepat waktu,0
PAY0000533,LN000203,1,2024-06-13,2024-06-13,1423000,1423000,0,TEPAT WAKTU,0
PAY0000534,LN000206,1,2023-09-25,2023-11-05,Rp 1367000,1435000,68000,Late,41
PAY0000535,LN000206,2,2023-10-25,2023-10-31,1367000,1387000,20000,TERLAMBAT,6
PAY0000536,LN000206,3,2023-11-24,2023-11-23,Rp 1367000,1367000,0,On Time,0
PAY0000537,LN000206,4,2023-12-24,2024-01-02,Rp1367000,Rp1386000,19000,Late,9
PAY0000538,LN000206,5,2024-01-23,2024-01-23,1367000,1367000,0,On Time,0
PAY0000539,LN000206,6,2024-02-22,,Rp1367000,Rp. 0,131000,Default,62
PAY0000540,LN000206,7,2024-03-23,2024-03-18,1367000,Rp 1367000,0,On Time,0
PAY0000541,LN000206,8,2024-04-22,2024-04-19,1367000,1367000,0,On Time,0
PAY0000542,LN000206,9,2024-05-22,2024-05-17,1367000,Rp1367000,0,On Time,0
PAY0000543,LN000207,1,2024-12-14,2024-12-10,2087000,2087000,0,TEPAT WAKTU,0
PAY0000544,LN000207,2,2025-01-13,2025-01-10,2087000,Rp. 2087000,0,tepat waktu,0
PAY0000545,LN000207,3,2025-02-12,2025-02-09,2087000,2087000,0,On Time,0
PAY0000546,LN000207,4,2025-03-14,2025-03-13,2087000,2087000,0,Tepat Waktu,0
PAY0000547,LN000208,1,2023-05-17,2023-05-14,Rp 3043000,3043000,0,tepat waktu,0
PAY0000548,LN000208,2,2023-06-16,2023-06-11,3043000,Rp3043000,0,Tepat Waktu,0
PAY0000549,LN000208,3,2023-07-16,2023-08-08,3043000,3160000,117000,Terlambat,23
PAY0000550,LN000208,4,2023-08-15,2023-08-15,3043000,3043000,0,tepat waktu,0
PAY0000551,LN000208,5,2023-09-14,2023-09-14,3043000,3043000,0,On Time,0
PAY0000552,LN000208,6,2023-10-14,2023-10-09,3043000,Rp 3043000,0,Tepat Waktu,0
PAY0000553,LN000208,7,2023-11-13,2023-11-08,3043000,3043000,0,tepat waktu,0
PAY0000554,LN000209,1,2025-04-22,2025-05-25,Rp1305000,Rp1358000,53000,Terlambat,33
PAY0000555,LN000209,2,2025-05-22,2025-05-18,1305000,1305000,0,TEPAT WAKTU,0
PAY0000556,LN000210,1,2025-10-29,2025-10-26,5671000,5671000,0,tepat waktu,0
PAY0000557,LN000210,2,2025-11-28,2025-11-24,5671000,5671000,0,Tepat Waktu,0
PAY0000558,LN000210,3,2025-12-28,2025-12-27,5671000,IDR 5671000,0,tepat waktu,0
PAY0000559,LN000210,4,2026-01-27,2026-01-25,5671000,Rp 5671000,0,On Time,0
PAY0000560,LN000210,5,2026-02-26,2026-02-21,5671000,5671000,0,tepat waktu,0
PAY0000561,LN000210,6,2026-03-28,2026-03-27,5671000,5671000,0,Tepat Waktu,0
PAY0000562,LN000210,7,2026-04-27,2026-04-24,5671000,Rp5671000,0,On Time,0
PAY0000563,LN000210,8,2026-05-27,2026-05-26,Rp 5671000,5671000,0,On Time,0
PAY0000564,LN000210,9,2026-06-26,2026-06-22,5671000,Rp. 5671000,0,tepat waktu,0
PAY0000565,LN000210,10,2026-07-26,2026-07-22,5671000,5671000,0,tepat waktu,0
PAY0000566,LN000210,11,2026-08-25,2026-08-23,Rp5671000,5671000,0,Tepat Waktu,0
PAY0000567,LN000210,12,2026-09-24,2026-09-22,5671000,5671000,0,On Time,0
PAY0000568,LN000211,1,2023-11-26,2023-11-25,IDR 4584000,4584000,0,tepat waktu,0
PAY0000569,LN000211,2,2023-12-26,2023-12-26,Rp4584000,4584000,0,On Time,0
PAY0000570,LN000211,3,2024-01-25,2024-01-22,IDR 4584000,Rp 4584000,0,Tepat Waktu,0
PAY0000571,LN000212,1,2026-01-15,2026-02-01,6070000,6194000,124000,terlambat,17
PAY0000572,LN000212,2,2026-02-14,,6070000,920000,560000,Gagal Bayar,132
